1.174809621	1.174809621	1.174809621	0.746535611	0	0	2.058327	2.46633644	2.46633644	2.44851494	2.44851494	2.18212582	0	0.48162411	0.74097738	0.79728444	0.80672805	0.05630706	0	0	0	0	2.370515618	3.911450018	4.065309878	1.69479426	1.72500866	0	0	0	3.5777907	9.0015897	9.31058391	6.65267511	6.75902411	0.9198819	0	0	3.94138503	3.94138503	6.11650443	2.1751194	2.1751194	0	0.025612288	4.521660144	4.521660144	7.232881214	7.21024787	2.66828787	2.1895932	0	0	0.572549274	0.572549274	3.180529194	3.13615906	2.55782646	2.55782646	0	0	5.4150426	5.4150426	5.4150426	5.71430503	0.24456503	3.72112306	3.65004129	3.65004129	13.09599759	9.4459563	10.9526688	11.0480825	1.481175	1.481175	1.481175	0	9.3700431	10.54460472	10.54460472
1.174809621	1.174809621	1.172021652	1.179174212	0.750900202	0.18391491	2.24224191	2.46633644	2.46633644	2.44575317	2.42793167	2.43495778	2.16430432	2.21030961	0.73835765	0.79466471	0.80410832	0.05630706	0.05851518	0	0	0	2.370458716	3.887505416	4.041365276	4.03578886	1.72500866	0	0	0	3.5586922	8.9654504	9.27444461	8.32267351	6.75902411	0.9198819	0.9559557	0	3.90157306	6.16199126	6.07669246	2.1751194	2.1751194	0	0.025612288	4.476240544	4.476240544	7.187461614	7.21024787	2.66828787	2.1895932	0	0.51181382	0.566765948	0.566765948	3.179968458	3.13615906	2.55782646	2.55782646	0	3.6832222	5.3603452	5.3603452	5.6466393	5.71430503	3.79220483	3.72112306	3.65004129	13.00058389	13.00058389	10.8827926	10.9526688	11.0480825	1.481175	1.481175	1.76786896	9.55668084	10.44995782	10.44995782	10.54460472
0.62502957	1.183858211	1.176652842	1.169447473	1.178496063	0.697024763	0.268536963	0.18201888	2.21976261	2.45277928	2.43219601	2.43219601	2.41437451	2.15350893	2.45866526	2.51345665	0.80259265	0.81203626	0.05851518	0.05851518	0	0	2.370401813	2.346514113	4.050651933	4.04513242	4.04513242	1.76125678	0	0	3.5395937	3.5055121	9.35071302	8.43607732	6.78311972	2.4823335	0.9559557	0.9559557	3.86176109	6.12217929	6.07952989	2.2177688	2.2177688	0.026104832	0.025612288	4.431313488	4.431313488	7.12630844	2.72060724	2.72060724	0	0.50659123	0.560982622	0.560982622	1.050045392	3.179968458	2.60797992	2.60797992	0	3.6456383	5.3056478	5.55850317	5.59608707	5.6466393	0.24456503	3.79220483	3.72526823	3.72526823	12.7358321	10.8129164	10.7873789	10.9526688	1.5067125	1.79881578	1.79340646	10.40137216	10.37834154	10.35531092	10.95479917	11.04944607
0	0.4373226	1.185701432	1.178496063	1.178496063	1.184756684	0.696132824	0.265748994	0.17822682	0.44888028	2.61042283	2.61042283	2.41437451	2.42140062	2.89995841	2.42984614	2.48836132	2.48836132	0.56847012	0.05851518	0.05961924	0	0.005519513	2.346514113	4.083883193	4.083883193	4.07836368	4.07836368	0	0	1.8525545	3.5055121	9.46312073	9.46312073	8.56652193	2.5003704	2.5295103	0.9559557	3.86176109	6.12217929	6.12217929	5.877393	0.026597376	0.026104832	0.026104832	4.431806032	4.431806032	7.17862781	2.77292661	2.77292661	0.50659123	0.50659123	0.560982622	0.560982622	3.265362992	2.713085508	2.65813338	2.65813338	3.6456383	3.90263884	5.56264834	5.55850317	5.59608707	1.9258332	3.8632866	3.79635	3.5476398	12.8027687	10.8129164	10.8129164	10.7873789	1.8297626	1.82435328	0.29210328	10.40137216	10.40137216	10.37834154	10.86791906	10.95479917	1.67940297
0	0	0.91248047	0.994581153	0.994581153	1.180339284	1.189387874	0.689819394	0.263852964	0.17822682	0.44422248	0.88686741	2.59307361	2.59307361	2.58227822	2.87951718	2.42722641	2.46792009	2.4773637	1.71591468	0.05961924	0.0607233	0.005519513	0.005462611	2.322569511	4.083826291	4.05447598	4.05447598	3.9550112	0	1.8525545	3.4864136	7.89960753	9.42698143	7.59352543	4.1362872	2.5295103	2.5586502	4.85126702	6.08236732	6.08236732	5.8401046	0.026597376	0.026104832	4.386386432	4.386386432	6.7216076	7.17862781	2.77292661	3.27429525	0.50136864	0.555199296	0.560421886	1.062520186	2.753549172	2.65813338	2.65813338	2.1742932	3.86920011	5.50795094	5.50795094	5.54138967	1.91286487	0.25285537	3.86743177	3.5476398	3.5476398	14.29068	11.02583394	11.02042462	11.11583832	1.8553001	0.29210328	1.24365348	10.30672526	10.30672526	10.8017121	10.60966504	1.42114895	0.50484135
1.56986874	1.56986874	1.55882954	1.57046546	1.99895326	0.998320404	1.007368994	1.191231095	0.681722086	0.681722086	0.260173056	0.44422248	0.88923572	0.88733969	2.58038219	2.8166745	3.06328617	2.41622879	2.47584803	2.2280394	1.69919724	1.7003013	0	0.005405709	0.005405709	4.117000649	4.08770724	4.06381954	3.9311235	2.2693315	0	1.8143575	7.96377684	7.92969524	7.68889234	8.4901328	2.5475472	2.5766871	2.86360305	6.08520475	6.08520475	5.873048064	0.026597376	0.026597376	4.341459376	4.314862	6.676188	7.23094718	3.32139203	3.32139203	0.49614605	0.55463856	0.55986115	0.55536822	2.762678232	2.70828684	2.97357772	3.83576138	3.83161621	5.45325354	5.49083744	1.88278304	1.91701004	3.7484496	3.6145764	3.6145764	14.57594346	10.95595774	10.93042024	11.02042462	1.86070942	1.2666841	1.24365348	10.23510898	10.21748768	11.66899533	11.75587544	4.13408944	4.14657144	4.14657144
1.56986874	1.56986874	1.55401148	1.54297228	2.04064473	1.98150605	2.067132194	2.070871445	1.014847496	0.499077866	0.675408656	0.260173056	0.43956468	0.88733969	0.88457792	0.88268189	3.33130587	3.0555226	2.59179934	2.64414475	1.6824798	1.6824798	1.68468792	1.627105307	0.005348807	0.171276107	4.1209385	4.0970508	3.9072358	3.9676646	2.2454438	1.8143575	6.37498855	7.99386455	7.97682375	7.5282393	4.1965592	2.594724	2.86107948	7.15343388	6.116117188	5.878409064	3.53219952	0.02708992	4.29653232	4.2694424	6.6307684	3.36848881	3.36848881	1.00716281	0.548855234	0.554077824	0.573065604	2.89375902	2.7584403	3.02787635	6.05451948	3.79817748	3.79403231	5.44028521	5.47786911	1.608669	3.8153862	3.7484496	4.00066288	14.57841318	14.54746636	10.86054404	10.95595774	11.04596212	1.28971472	1.27209342	11.34955272	11.0466308	11.57477252	14.04815523	13.18348514	4.10986474	4.14657144	3.6339633
1.56986874	1.56986874	1.55401148	1.53815422	1.53815422	2.03383606	2.45790646	2.059832245	2.052532296	2.052532296	1.531453327	1.531453327	0.493768527	0.43766865	0.89160403	0.88694623	1.13392455	1.66455336	3.06045045	2.64073305	2.38872027	1.8504345	1.66686642	1.654393727	1.591405405	1.760349565	1.866242465	4.13028206	4.10941122	3.9437769	2.2215561	4.38126007	2.11544826	8.05803386	8.02395226	5.908504	4.2266952	2.6419008	2.87659281	8.85453401	7.147057918	5.883770064	3.495403664	0.027582464	4.2240228	6.6712152	7.11398287	3.41558559	3.41558559	1.01654898	0.548294498	0.572504868	0.572504868	3.1764693	3.08217498	6.57333251	6.05795998	3.76059358	5.38973298	5.42731688	1.5915555	1.608669	4.14535472	5.7074088	5.70199948	14.54993608	10.77053966	10.76513034	13.13367984	2.46843204	2.1601008	10.9446412	10.9395019	11.48012562	13.92456842	13.07238033	4.08092483	4.11763153	8.498736	8.498736
0	0.47698794	0.47216988	1.53815422	1.53815422	1.52229696	2.03806659	2.02702739	1.96869003	2.052532296	2.045232347	1.520414127	1.508482988	1.508482988	1.360032938	0.89397234	0.89207631	1.6712352	1.66933917	1.67636528	2.63156319	1.8477465	1.829925	1.817452307	1.818499465	1.745544925	1.745544925	3.46247382	4.13962562	3.9437769	3.9739913	2.56690257	4.34306307	6.52242567	8.10722007	5.9857131	3.2457687	4.273872	2.92376961	5.383352962	8.879821518	5.926912008	3.495896208	4.2240228	4.2240228	6.6712152	7.15691607	3.46790496	3.46790496	1.078083598	0.052148448	0.854376428	0.850231258	3.13232844	3.13232844	6.10312955	3.76473875	3.76473875	5.1244421	1.92693334	1.92693334	5.82096032	5.80529222	5.7743454	14.64241018	11.94983048	11.94983048	12.95424458	2.1652401	2.1476188	2.1601008	10.9622625	13.83622421	12.85414662	18.00434162	9.14423972	9.04885202	7.2387933	7.263018	4.8647727
0	0	0	0.46735182	0.46735182	0.46253376	1.52229696	2.02220933	2.01117013	2.42640573	2.045232347	2.054280937	1.504065588	1.492134449	1.492134449	1.334300829	1.70581844	1.94669156	2.64920824	1.67374555	1.67887563	0.78316299	1.829925	1.81020747	1.814650502	1.797933062	1.904754542	3.60391884	3.44465232	5.4942474	3.9739913	2.54301487	4.30007687	8.70099557	7.7427751	5.9857131	6.1230905	3.2287279	4.518059736	5.380829392	8.877297948	8.673054808	3.458607808	7.609136	4.1786032	7.10627388	7.15169348	3.46268237	1.02071256	0.586599402	0.872073812	0.853815692	3.270670858	3.13232844	6.06969082	6.06969082	3.73130002	5.41594118	1.91522916	1.90981984	5.87619274	5.89776632	6.92867222	6.8977254	15.6757858	11.8728816	12.5703578	11.0262322	2.1652401	2.1476188	18.5106733	18.95119411	17.88149561	18.00508242	7.90926102	7.93348572	7.3099563	4.8647727	4.8647727	4.8647727
